Listing_ID,Location,Locality,BHK,Size,Price,Bathroom,Balcony,Furnishing,Transaction,Seller_Type,Listing_Date
MB100810,Jaipur,Malviya Nagar,5,1778.0,13073340.0,3.0,0.0,Unfurn.,New,Broker,2024-05-09
MB101390,Ahmedabad,SG Highway,2,564.0,2901895.0,1.0,2.0,Semi Furnished,Resale,Owner,2023-06-15
MB100846,Ahmedabad,SG Highway,3,1078.0,6742627.0,3.0,3.0,Semi-Furnished,New,Broker,2024-10-06
MB100077,Mumbai,Borivali,3,1180.0,30274807.0,3.0,1.0,Semi-Furnished,Resale,Builder,2023-03-07
MB100278,Lucknow,Aliganj,4,1232 sqft,6907037.0,3.0,2.0,Furnished,New,Builder,2025-08-24
MB100977,Ahmedabad,Naranpura,5,2079.0,11483056.0,3.0,0.0,Semi-Furnished,Resale,Builder,2024-07-09
MB100910,Hyderabad,Kondapur,1,611.0,4860753.0,1.0,0.0,Furnished,New,Builder,2025-06-06
MB100716,Hyderabad,Gachibowli,4,1362.0,10919296.0,4.0,2.0,Unfurnished,New,Broker,2025-05-30
MB101345,Kolkata,New Town,3,988.0,6650825.0,3.0,1.0,Furnished,New,Builder,2024-08-09
MB100948,Delhi NCR,Rohini,3,1649 sqft,18798588.0,2.0,1.0,Furnished,New,Broker,25/03/2024
MB101030,Kolkata,Garia,2,764.0,5354109.0,2.0,1.0,Semi-Furnished,New,Owner,2023-01-13
MB100889,Jaipur,C-Scheme,2,1691 sqft,36629790.0,1.0,2.0,Furnished,New,Builder,2024-10-27
MB100880,Pune,Kothrud,3,1587 sqft,16772626.0,2.0,1.0,Furnished,Resale,Owner,2024-02-16
MB100648,Lucknow,Jankipuram,4,1712 sqft,8295586.0,3.0,2.0,Furnished,Resale,Owner,2025-01-28
MB101189,Chennai,Chromepet,3,1118.0,8758438.0,3.0,0.0,Semi-Furnished,Resale,Builder,14/03/2025
MB100081,Delhi NCR,Dwarka,4,1389.0,14746734.0,2.0,0.0,Furnished,New,Broker,05/07/2025
MB100840,Chennai,Adyar,1,595.0,5536256.0,1.0,1.0,Furnished,Resale,Builder,2023-08-07
MB100016,Hyderabad,Kondapur,1,793.0,7259927.0,1.0,0.0,Unfurnished,Resale,Builder,2024-05-23
MB100202,Bangalore,Electronic City,2,940.0,11654560.0,2.0,4.0,Unfurnished,Resale,Builder,2025-08-26
MB101322,Ahmedabad,Thaltej,2,743.0,5028536.0,2.0,4.0,Unfurnished,New,Owner,2024-07-14
MB101482,Pune,Kothrud,2,1497.0,13373981.0,2.0,2.0,Furnished,Resale,Owner,2023-02-05
MB100140,Bangalore,Whitefield,3,776 sqft,10029062.0,4.0,0.0,Furnished,Resale,Builder,14/08/2023
MB101170,Delhi NCR,Saket,1,579.0,6415865.0,1.0,1.0,Unfurnished,New,Builder,2024-02-19
MB100916,Delhi NCR,Dwarka,4,1445.0,20143421.0,3.0,3.0,Semi-Furnished,Resale,Broker,14/12/2024
MB101345,Kolkata,New Town,3,988.0,6650825.0,3.0,1.0,Furnished,New,Builder,2024-08-09
MB100832,Ahmedabad,Thaltej,2,793.0,5140305.0,2.0,1.0,Semi-Furnished,New,Builder,2025-06-11
MB100547,Delhi NCR,Gurgaon,3,1173.0,13194969.0,3.0,1.0,Semi-Furnished,New,Broker,2025-02-06
MB100923,Delhi NCR,Saket,1,634.0,5896398.0,1.0,1.0,Unfurnished,New,Owner,2023-03-08
MB100670,Kolkata,New Town,1,956.0,10166811.0,1.0,3.0,Semi-Furnished,New,Owner,2023-06-05
MB100162,Kolkata,Salt Lake,5,3619.0,27835705.0,2.0,1.0,Semi-Furn.,Resale,Broker,2023-08-21
MB100113,Ahmedabad,Gota,5,2550.0,18862436.0,4.0,1.0,Semi-Furnished,New,Broker,21/07/2025
MB100754,Hyderabad,Gachibowli,3,1497.0,15063570.0,,,Semi-Furnished,New,Owner,2024-05-11
MB101423,Kolkata,Rajarhat,2,953 sqft,6399771.0,1.0,2.0,Unfurnished,Resale,Broker,2024-04-01
MB100207,Chennai,Velachery,3,1483.0,13772141.0,4.0,2.0,Furnished,New,Broker,2024-07-15
MB100858,Mumbai,Thane,2,896 sqft,15688727.0,2.0,3.0,Unfurnished,New,Owner,2023-12-29
MB100522,Ahmedabad,Thaltej,3,1296.0,8558112.0,,,Semi-Furnished,New,Broker,2023-02-05
MB101271,Delhi NCR,Noida,1,912.0,11265290.0,1.0,3.0,Semi-Furnished,New,Builder,2025-07-07
MB101373,Mumbai,Bandra,3,1383 sqft,25229467.0,3.0,3.0,Semi-Furnished,New,Owner,2023-02-01
MB101289,Kolkata,Garia,3,1160.0,8946495.0,2.0,1.0,Furnished,New,Builder,2023-08-09
MB100454,Lucknow,Jankipuram,2,548.0,2475396.0,2.0,0.0,Unfurn.,New,Broker,13/12/2023
MB100430,Ahmedabad,SG Highway,2,1140 sqft,6529827.0,2.0,1.0,Unfurnished,Resale,Owner,2024-01-04
MB100476,Mumbai,Goregaon,3,1228.0,21270116.0,3.0,2.0,Semi-Furnished,Resale,Broker,2025-01-23
MB100983,Lucknow,Gomti Nagar,3,793.0,5332477.0,2.0,3.0,Furnished,New,Builder,01/07/2024
MB100576,Pune,Kharadi,3,1228.0,14739533.0,4.0,2.0,Semi-Furnished,Resale,Builder,2023-06-11
MB100707,Pune,Viman Nagar,3,952 sqft,11171997.0,3.0,2.0,Semi-Furnished,Resale,Broker,2023-09-16
MB100005,Kolkata,Salt Lake,3,1345.0,9438085.0,2.0,1.0,Furnished,New,Builder,2025-05-29
MB101166,Ahmedabad,Bopal,3,1651.0,10009832.0,3.0,3.0,Unfurnished,New,Owner,09/11/2023
MB100420,Pune,Baner,2,1072.0,9192064.0,2.0,1.0,Furnished,New,Builder,2024-04-07
MB101219,Pune,Baner,2,1093.0,8851652.0,2.0,0.0,Semi-Furnished,New,Broker,24/08/2024
MB100369,Kolkata,Howrah,2,663 sqft,4703526.0,2.0,1.0,Furnshd,Resale,Owner,2025-07-06
MB100272,Jaipur,Ajmer Road,3,575.0,3355259.0,3.0,1.0,Furnished,New,Broker,12/01/2025
MB100102,Chennai,Tambaram,3,1870 sqft,18273721.0,4.0,1.0,Unfurnished,New,Owner,2024-08-22
MB100275,Mumbai,Andheri,2,960.0,17301396.0,2.0,0.0,Furnished,New,Broker,2023-05-26
MB100269,Bangalore,Indiranagar,2,685.0,6554482.0,2.0,1.0,Furnished,New,Owner,2025-02-03
MB100353,Kolkata,Behala,3,1142.0,9149854.0,3.0,0.0,Unfurnished,New,Broker,2023-10-27
MB100325,Delhi NCR,Noida,2,917.0,14944698.0,2.0,1.0,Semi-Furnished,Resale,Builder,2023-08-13
MB101498,Hyderabad,Gachibowli,2,631 sqft,6118027.0,2.0,1.0,Semi-Furnished,Resale,Owner,2023-03-03
MB100070,Ahmedabad,Thaltej,3,,,,,,,,2023-03-16
MB100466,Jaipur,Malviya Nagar,2,940 sqft,5887584.0,2.0,1.0,Semi-Furnished,New,Builder,2023-05-15
MB100046,Lucknow,Aliganj,2,1122.0,6270634.0,2.0,2.0,Semi-Furnished,Resale,Broker,24/03/2023
MB101262,Hyderabad,Kukatpally,4,1654 sqft,16797793.0,2.0,3.0,Furnished,New,Broker,2024-05-23
MB100654,Delhi NCR,Gurgaon,2,1016.0,10818874.0,,,Unfurnished,New,Owner,2023-03-03
MB100397,Delhi NCR,Dwarka,1,667 sqft,7966385.0,1.0,0.0,Unfurnished,Resale,Owner,2023-06-09
MB100050,Pune,Kharadi,2,641.0,6214883.0,2.0,1.0,Furnished,Resale,Builder,2023-12-07
MB100408,Pune,Baner,1,733.0,6540576.0,1.0,2.0,Furnished,New,Owner,2025-08-22
MB101037,Ahmedabad,Gota,3,1666 sqft,11151182.0,3.0,2.0,Unfurnished,New,Builder,2023-12-15
MB100539,Mumbai,Powai,3,1292.0,27986607.0,3.0,0.0,Unfurnished,Resale,Broker,2023-01-26
MB100004,Pune,Baner,2,1000.0,12117441.0,2.0,1.0,Unfurnished,New,Builder,2024-08-22
MB100516,Kolkata,Rajarhat,2,448.0,3683896.0,2.0,2.0,Unfurnished,New,Broker,2023-11-13
MB100965,Chennai,Adyar,2,974 sqft,8149168.0,3.0,2.0,Unfurnished,New,Broker,2023-09-07
MB101418,Chennai,Anna Nagar,3,1624.0,14868735.0,3.0,3.0,Unfurnished,Resale,Builder,2023-03-20
MB101376,Ahmedabad,Naranpura,2,504.0,2456344.0,2.0,1.0,Semi-Furnished,Resale,Owner,02/04/2025
MB100532,Chennai,Adyar,4,1430.0,12020705.0,2.0,2.0,Semi-Furnished,New,Builder,2025-01-05
MB100679,Jaipur,Jagatpura,3,1080 sqft,5118718.0,,,,Resale,Broker,29/07/2025
MB101116,Kolkata,Garia,2,,,,,,,,2025-01-17
MB101411,Hyderabad,Kukatpally,2,591 sqft,4295970.0,2.0,2.0,Furnished,New,Owner,2023-11-12
MB100585,Kolkata,Howrah,2,825.0,5445908.0,,,Unfurnished,New,Broker,2024-09-15
MB100474,Ahmedabad,Thaltej,1,588.0,3388902.0,1.0,4.0,Semi-Furnished,New,Broker,2023-02-28
MB101438,Ahmedabad,Naranpura,3,1420.0,8473258.0,4.0,3.0,Furnished,New,Broker,2024-02-12
MB100725,Pune,Viman Nagar,3,1742.0,15906087.0,3.0,2.0,Semi-Furnished,New,Builder,24/07/2023
MB100358,Mumbai,Borivali,3,1246.0,20193073.0,3.0,2.0,Furnshd,New,Owner,2023-07-14
MB100917,Bangalore,Electronic City,2,809.0,8703641.0,1.0,0.0,Unfurnished,New,Broker,2023-12-17
MB100434,Ahmedabad,Thaltej,2,1592 sqft,10306786.0,2.0,3.0,Semi-Furn.,New,Builder,16/11/2024
MB101372,Ahmedabad,Thaltej,3,1001.0,5980724.0,3.0,0.0,Unfurnished,New,Builder,2023-10-24
MB101463,Lucknow,Gomti Nagar,4,1519.0,11181033.0,3.0,0.0,Semi-Furnished,New,Owner,2023-07-15
MB100764,Hyderabad,Gachibowli,4,1040.0,9730030.0,3.0,3.0,Semi-Furnished,New,Broker,2023-06-23
MB100808,Ahmedabad,Thaltej,2,985.0,6513713.0,2.0,1.0,Unfurnished,New,Owner,2025-06-15
MB101110,Hyderabad,Kondapur,3,1845 sqft,15890576.0,3.0,1.0,Unfurnished,Resale,Builder,2023-12-11
MB100904,Hyderabad,Kukatpally,3,1181.0,9132898.0,,,,Resale,Broker,2023-03-07
MB101331,Delhi NCR,Ghaziabad,2,1282.0,15676803.0,3.0,2.0,Unfurnished,New,Broker,2025-06-19
MB100678,Mumbai,Bandra,3,1270.0,28092944.0,4.0,2.0,Furnished,New,Builder,2025-01-25
MB100594,Chennai,Adyar,1,455.0,4085489.0,1.0,0.0,Semi-Furnished,New,Builder,2024-04-14
MB101014,Lucknow,Gomti Nagar,3,1558.0,10430999.0,3.0,1.0,Semi-Furnished,New,Builder,2025-02-28
MB100895,Ahmedabad,Gota,2,778.0,5152222.0,3.0,1.0,Unfurnished,New,Builder,2025-02-09
MB101104,Jaipur,Jagatpura,3,1133.0,6065289.0,4.0,1.0,Furnished,Resale,Owner,05/12/2024
MB100188,Kolkata,New Town,3,1443 sqft,11935510.0,3.0,2.0,Furnished,Resale,Owner,
MB101270,Ahmedabad,Gota,2,679.0,3920021.0,2.0,1.0,Unfurnished,Resale,Owner,2025-05-18
MB101348,Mumbai,Powai,4,1699.0,38195526.0,3.0,2.0,Semi-Furnished,Resale,Builder,2023-10-08
MB100580,Hyderabad,Gachibowli,2,1550.0,13828012.0,3.0,2.0,Furnished,Resale,Owner,2023-10-18
MB101435,Pune,Wakad,2,350.0,2817441.0,1.0,1.0,Semi-Furnished,New,Builder,23/09/2023
MB100343,Bangalore,Electronic City,2,1137.0,10645444.0,2.0,4.0,Semi-Furnished,New,Broker,2024-04-23
MB100798,Mumbai,Borivali,2,1012.0,17156426.0,,,Furnished,Resale,Broker,2023-12-07
MB100007,Lucknow,Aliganj,3,1382.0,7376629.0,3.0,0.0,Unfurnished,New,Owner,2024-08-18
MB100824,Hyderabad,Gachibowli,2,670.0,6783776.0,3.0,1.0,Furnished,Resale,Builder,2024-04-26
MB101064,Delhi NCR,Ghaziabad,2,1049.0,12476265.0,2.0,1.0,Semi-Furnished,New,Broker,2025-05-06
MB100215,Delhi NCR,Rohini,2,1302.0,18990584.0,2.0,3.0,Unfurnished,Resale,Broker,2025-03-02
MB100109,Pune,Kharadi,2,885 sqft,7581381.0,2.0,1.0,Semi-Furnished,New,Broker,2025-03-27
MB100219,Delhi NCR,Gurgaon,5,2591.0,29948848.0,4.0,0.0,Semi-Furnished,Resale,Owner,2023-11-05
MB101485,Mumbai,Powai,2,1022 sqft,18933290.0,2.0,1.0,Unfurnished,New,Broker,2025-07-15
MB100644,Hyderabad,Banjara Hills,4,1488.0,15112992.0,3.0,2.0,Unfurnished,Resale,Owner,2024-03-01
MB101236,Chennai,OMR,2,1076.0,9780494.0,2.0,0.0,Furnished,Resale,Owner,2025-05-01
MB100615,Jaipur,Malviya Nagar,4,2121.0,12712364.0,2.0,0.0,Semi-Furnished,New,Builder,2024-10-01
MB100027,Lucknow,Hazratganj,3,1571.0,9378156.0,3.0,1.0,Semi-Furnished,Resale,Owner,2023-05-30
MB100230,Ahmedabad,Naranpura,2,1173.0,7265856.0,2.0,3.0,Semi-Furnished,New,Broker,2024-02-14
MB100506,Delhi NCR,Noida,3,1522.0,20478699.0,4.0,2.0,Furnished,New,Owner,2023-04-13
MB100415,Bangalore,Yelahanka,4,1879.0,17348555.0,,,Furnished,Resale,Builder,2025-07-23
MB100052,Delhi NCR,Ghaziabad,3,1730.0,20432688.0,3.0,1.0,Furnished,New,Owner,2023-01-29
MB101282,Ahmedabad,Bopal,3,1944.0,9274829.0,3.0,1.0,Semi-Furnished,New,Builder,2024-02-28
MB100944,Mumbai,Goregaon,5,2495 sqft,70069766.0,3.0,2.0,Unfurnished,New,Broker,2024-11-11
MB100586,Lucknow,Gomti Nagar,3,1178.0,7386922.0,3.0,1.0,Furnished,Resale,Builder,2024-11-05
MB101027,Pune,Viman Nagar,2,891 sqft,8381714.0,3.0,1.0,Semi-Furnished,New,Broker,2024-09-13
MB100558,Bangalore,HSR Layout,3,1651 sqft,17560369.0,3.0,1.0,Unfurnished,New,Broker,2024-10-06
MB100196,Lucknow,Hazratganj,3,1574 sqft,9273287.0,3.0,3.0,Semi-Furnished,New,Broker,2023-09-15
MB100780,Hyderabad,Madhapur,5,3091.0,29454300.0,3.0,3.0,Furnished,New,Owner,03/12/2024
MB101039,Mumbai,Andheri,3,1401 sqft,27563074.0,4.0,1.0,Furnished,Resale,Owner,2024-09-21
MB100980,Delhi NCR,Ghaziabad,2,721 sqft,8388061.0,2.0,1.0,Semi-Furnished,New,Builder,12/09/2023
MB100064,Jaipur,Jagatpura,4,2827.0,14720523.0,3.0,0.0,Furnshd,New,Owner,2023-07-15
MB100655,Jaipur,Jagatpura,3,1313.0,17832874.0,3.0,4.0,Furnished,New,Broker,2025-08-20
MB100069,Pune,Kharadi,1,621.0,6872709.0,1.0,3.0,Furnished,Resale,Owner,2024-02-06
MB101246,Jaipur,Malviya Nagar,4,1619 sqft,10528626.0,3.0,0.0,Furnished,New,Owner,2024-09-18
MB101208,Bangalore,Whitefield,3,1083 sqft,10623468.0,3.0,3.0,Semi-Furnished,Resale,Owner,05/06/2023
MB101047,Lucknow,Gomti Nagar,2,843.0,4486449.0,2.0,1.0,Semi-Furnished,Resale,Owner,2025-01-04
MB100379,Bangalore,Koramangala,4,1486 sqft,11373669.0,3.0,2.0,Furnished,Resale,Builder,2023-06-17
MB100267,Chennai,Adyar,3,1092.0,9774755.0,2.0,1.0,Unfurnished,Resale,Builder,2025-03-18
MB101238,Hyderabad,Begumpet,3,1286.0,9903384.0,3.0,3.0,Semi-Furnished,New,Broker,2024-07-12
MB101156,Jaipur,Malviya Nagar,3,1361.0,6275870.0,3.0,2.0,Furnished,New,Owner,02/06/2023
MB100138,Chennai,Adyar,3,1422.0,9630995.0,3.0,0.0,Unfurnished,Resale,Broker,02/11/2024
MB100574,Hyderabad,Kondapur,2,784.0,6381197.0,2.0,3.0,Furnished,New,Owner,2023-04-20
MB100218,Bangalore,Koramangala,2,718 sqft,7278552.0,3.0,2.0,Semi Furnished,New,Builder,2023-06-25
MB100587,Chennai,Chromepet,3,1269.0,12840636.0,3.0,1.0,Unfurnished,Resale,Broker,07/05/2024
MB100357,Delhi NCR,Gurgaon,4,2101 sqft,18043752.0,3.0,0.0,Semi-Furnished,Resale,Builder,2024-08-10
MB100483,Ahmedabad,Maninagar,1,654 sqft,3526647.0,1.0,1.0,Semi-Furnished,Resale,Builder,2023-12-28
MB101051,Bangalore,Electronic City,3,1225.0,13758301.0,4.0,2.0,Unfurnished,New,Broker,2023-07-26
MB100235,Bangalore,Whitefield,3,1011.0,10972703.0,3.0,1.0,Furnished,New,Owner,2023-05-15
MB100696,Jaipur,Ajmer Road,1,556.0,2878653.0,1.0,2.0,Furnished,Resale,Broker,2025-07-19
MB100237,Hyderabad,Banjara Hills,2,638.0,5102341.0,,,Semi-Furnished,New,Broker,2025-07-07
MB100787,Jaipur,Mansarovar,2,869 sqft,4431050.0,2.0,1.0,Unfurnished,New,Owner,2025-03-12
MB100988,Hyderabad,Gachibowli,3,896 sqft,4668571.0,2.0,3.0,Unfurnished,Resale,Broker,2023-10-26
MB101032,Mumbai,Thane,2,1273.0,19420356.0,2.0,2.0,Furnished,New,Broker,17/09/2023
MB101396,Kolkata,Behala,4,1919.0,13139642.0,4.0,2.0,Semi-Furnished,New,Owner,2024-03-23
MB101195,Ahmedabad,Thaltej,3,895 sqft,6301139.0,3.0,3.0,Unfurnished,Resale,Owner,2024-12-22
MB100100,Pune,Hinjewadi,5,1961.0,16909048.0,3.0,1.0,Unfurnished,New,Owner,2023-09-28
MB100590,Hyderabad,Banjara Hills,3,2079.0,18606273.0,4.0,2.0,Unfurnished,Resale,Broker,2024-06-26
MB100332,Chennai,Tambaram,1,534.0,5401863.0,1.0,2.0,Semi Furnished,Resale,Broker,2024-05-11
MB101080,Kolkata,Behala,3,,8148184.0,,,,New,,2025-03-31
MB100606,Hyderabad,Banjara Hills,2,1032.0,9226448.0,2.0,2.0,Furnished,New,Builder,06/09/2023
MB100970,Ahmedabad,Bopal,3,1290 sqft,7989129.0,2.0,2.0,Unfurnished,Resale,Owner,31/03/2024
MB101366,Lucknow,Indira Nagar,2,1047.0,6131077.0,2.0,3.0,Semi-Furnished,New,Builder,2025-06-18
MB101087,Kolkata,Salt Lake,3,936.0,7360946.0,3.0,0.0,Semi-Furnished,New,Broker,2025-07-01
MB100258,Jaipur,Ajmer Road,3,913.0,5055887.0,4.0,2.0,Semi-Furnished,New,Owner,2025-07-14
MB100763,Delhi NCR,Rohini,3,1213.0,17114807.0,4.0,4.0,Unfurnished,New,Broker,2024-08-14
MB101330,Bangalore,HSR Layout,3,1305.0,13590224.0,2.0,2.0,Unfurn.,New,Owner,2023-09-04
MB100881,Pune,Hinjewadi,2,770.0,7251217.0,2.0,0.0,Unfurnished,New,Builder,2024-10-15
MB101399,Delhi NCR,Saket,2,1195.0,17737181.0,2.0,3.0,Semi-Furnished,Resale,Broker,21/05/2024
MB100870,Delhi NCR,Rohini,2,583.0,7962553.0,2.0,2.0,Furnished,New,Builder,2024-07-01
MB100437,Hyderabad,Kondapur,3,1489.0,15608894.0,3.0,2.0,Semi-Furnished,Resale,Owner,2023-01-16
MB100552,Pune,Kothrud,3,1146.0,9874214.0,3.0,0.0,Unfurnished,Resale,Owner,2024-07-13
MB100971,Ahmedabad,Thaltej,2,937.0,6218215.0,2.0,3.0,Unfurnished,New,Broker,2023-11-29
MB100072,Hyderabad,Madhapur,3,1022.0,9485067.0,3.0,2.0,Semi-Furnished,New,Broker,2023-08-13
MB100778,Bangalore,Whitefield,4,1779 sqft,20388045.0,3.0,3.0,Unfurn.,Resale,Owner,2023-04-01
MB100084,Mumbai,Powai,3,1611.0,36770732.0,2.0,1.0,Unfurnished,Resale,Broker,2024-09-28
MB100544,Bangalore,HSR Layout,4,1079.0,14064045.0,4.0,4.0,Furnished,Resale,Builder,2024-06-17
MB100817,Jaipur,Mansarovar,3,1685.0,9890720.0,,,Furnished,New,Builder,2025-04-06
MB101177,Jaipur,Malviya Nagar,3,1609.0,8323374.0,4.0,1.0,Furnshd,Resale,Builder,2024-11-27
MB100260,Bangalore,Whitefield,2,719.0,8816643.0,2.0,2.0,Furnshd,New,Owner,2024-02-28
MB101041,Ahmedabad,Maninagar,4,,12151141.0,,,,Resale,,2024-01-23
MB100908,Pune,Wakad,4,1625 sqft,36450513.0,2.0,1.0,Semi Furnished,Resale,Builder,2023-05-02
MB101327,Pune,Kharadi,3,951.0,9103078.0,3.0,1.0,Semi-Furnished,Resale,Owner,19/01/2024
MB101360,Delhi NCR,Gurgaon,2,1236.0,15214081.0,2.0,2.0,Semi-Furnished,Resale,Builder,2024-05-19
MB100697,Ahmedabad,Maninagar,1,671.0,4122279.0,1.0,0.0,Semi-Furnished,Resale,Builder,2023-08-15
MB100368,Mumbai,Thane,3,755 sqft,19447510.0,4.0,2.0,Semi-Furnished,New,Broker,2025-02-27
MB100450,Jaipur,Mansarovar,3,901.0,4922315.0,3.0,0.0,Furnished,New,Owner,2024-02-20
MB100277,Mumbai,Thane,4,601 sqft,15571802.0,,,Furnished,New,Owner,2025-05-27
MB100722,Kolkata,Howrah,3,904.0,7122180.0,4.0,1.0,Furnished,Resale,Builder,2023-12-05
MB101459,Jaipur,Jagatpura,2,821.0,4675340.0,2.0,2.0,Furnished,Resale,Owner,2023-11-07
MB101021,Kolkata,Garia,1,688.0,5150556.0,1.0,2.0,Furnished,New,Builder,2025-04-10
MB100862,Kolkata,Salt Lake,1,682.0,4266580.0,1.0,2.0,Unfurnished,Resale,Owner,2023-12-18
MB100571,Bangalore,Yelahanka,2,789.0,8281980.0,,,Unfurnished,New,Owner,14/03/2025
MB101159,Jaipur,Vaishali Nagar,4,1903.0,9079246.0,3.0,2.0,Unfurnished,New,Owner,2024-03-08
MB100693,Lucknow,Jankipuram,3,1378.0,4373824.0,3.0,3.0,Semi-Furnished,New,Builder,
MB100132,Chennai,Adyar,5,2675.0,18742217.0,3.0,2.0,Furnished,New,Broker,2024-03-22
MB100091,Jaipur,C-Scheme,3,1912.0,12803028.0,3.0,2.0,Unfurnished,Resale,Builder,09/08/2023
MB101232,Jaipur,Ajmer Road,2,1050 sqft,9156818.0,2.0,1.0,Semi-Furnished,New,Broker,2024-11-21
MB100593,Chennai,Adyar,1,759 sqft,6370326.0,2.0,3.0,Furnished,New,Builder,17/11/2024
MB100627,Pune,Hinjewadi,3,635.0,5800306.0,3.0,1.0,Semi-Furnished,New,Owner,2023-07-30
MB100428,Kolkata,New Town,1,,3789551.0,,,,Resale,,17/10/2024
MB101169,Mumbai,Powai,2,1085.0,20726496.0,,,Unfurnished,New,Broker,18/02/2023
MB101178,Ahmedabad,Thaltej,4,1457.0,8928078.0,3.0,2.0,Furnshd,Resale,Builder,2025-04-08
MB100344,Bangalore,Yelahanka,3,1275 sqft,13890433.0,3.0,1.0,Semi-Furnished,New,Broker,2023-06-18
MB101323,Bangalore,HSR Layout,2,692.0,9596647.0,2.0,1.0,Furnished,New,Broker,03/06/2025
MB100829,Delhi NCR,Saket,2,1145.0,15876906.0,2.0,3.0,Furnished,Resale,Builder,2023-04-24
MB101488,Mumbai,Thane,5,2771.0,97328757.0,3.0,1.0,Semi-Furnished,New,Broker,2024-08-14
MB100425,Mumbai,Thane,3,1589.0,33340245.0,3.0,0.0,Unfurnished,New,Builder,2024-05-03
MB100912,Lucknow,Gomti Nagar,3,1411.0,8939487.0,3.0,2.0,Unfurnished,Resale,Broker,21/03/2023
MB100819,Mumbai,Goregaon,2,833.0,24345962.0,2.0,4.0,Semi-Furnished,Resale,Broker,11/12/2024
MB100180,Ahmedabad,SG Highway,2,795.0,5703795.0,2.0,1.0,Furnished,Resale,Owner,04/02/2025
MB100704,Chennai,Anna Nagar,2,1081.0,9648673.0,2.0,1.0,Semi-Furnished,Resale,Builder,2023-04-25
MB101072,Lucknow,Indira Nagar,3,836 sqft,5029836.0,3.0,1.0,Semi-Furnished,Resale,Broker,2024-06-14
MB100838,Pune,Viman Nagar,4,1417.0,10217307.0,3.0,1.0,Furnished,Resale,Owner,2025-01-30
MB100106,Jaipur,Jagatpura,4,2487.0,13174529.0,4.0,2.0,Furnished,New,Owner,2023-02-01
MB100518,Bangalore,Koramangala,1,520.0,4295078.0,1.0,4.0,Semi-Furnished,Resale,Owner,08/01/2023
MB101136,Lucknow,Aliganj,2,1019.0,7190429.0,1.0,1.0,Furnished,Resale,Owner,2024-01-12
MB100094,Mumbai,Andheri,4,2023.0,49999619.0,4.0,1.0,Unfurnished,Resale,Builder,2024-11-17
MB100771,Delhi NCR,Gurgaon,3,1183.0,13377190.0,2.0,1.0,Semi-Furnished,New,Builder,31/01/2025
MB100849,Jaipur,Mansarovar,1,350.0,1956330.0,1.0,2.0,Semi-Furnished,Resale,Owner,2024-10-07
MB101300,Jaipur,C-Scheme,5,2449.0,15733899.0,4.0,2.0,Semi-Furnished,Resale,Broker,2024-01-28
MB100375,Chennai,Velachery,3,1371.0,11324204.0,3.0,1.0,Unfurnished,New,Owner,04/03/2023
MB100816,Chennai,Tambaram,3,579.0,3881345.0,4.0,3.0,Furnished,Resale,Owner,23/03/2025
MB100026,Pune,Baner,3,1618 sqft,12056793.0,3.0,1.0,Furnished,New,Broker,2025-05-01
MB101286,Jaipur,C-Scheme,2,519.0,3253258.0,3.0,1.0,Furnished,Resale,Broker,16/03/2023
MB101174,Chennai,Tambaram,3,1748 sqft,17577687.0,3.0,3.0,Semi-Furnished,New,Broker,2024-11-08
MB101218,Hyderabad,Gachibowli,3,1368.0,12978894.0,3.0,2.0,Furnished,New,Broker,2024-02-14
MB101454,Pune,Hinjewadi,3,1077.0,10837402.0,3.0,1.0,Unfurnished,Resale,Broker,2025-05-31
MB101276,Pune,Wakad,3,1049.0,11941585.0,2.0,2.0,Unfurnished,New,Builder,2023-06-26
MB100345,Jaipur,Jagatpura,4,2045 sqft,13144845.0,4.0,0.0,Unfurnished,New,Owner,2025-05-10
MB101426,Kolkata,Howrah,3,1385.0,11777640.0,3.0,1.0,Furnished,New,Broker,2024-01-07
MB100232,Delhi NCR,Rohini,2,1253.0,13408472.0,2.0,1.0,Unfurnished,New,Owner,2024-10-13
MB101425,Ahmedabad,Maninagar,3,1364.0,6767339.0,3.0,1.0,Semi-Furnished,New,Builder,2025-01-01
MB101445,Kolkata,Behala,2,1001.0,7529991.0,1.0,2.0,Semi-Furnished,New,Builder,2025-05-05
MB100566,Hyderabad,Begumpet,1,455.0,4327220.0,1.0,1.0,Unfurnished,Resale,Owner,2024-10-22
MB101248,Delhi NCR,Noida,4,1138.0,13463700.0,3.0,1.0,Unfurnished,New,Owner,25/09/2024
MB100695,Chennai,Chromepet,1,647 sqft,4848053.0,1.0,2.0,Unfurnished,Resale,Owner,2024-10-05
MB101427,Chennai,Chromepet,2,947.0,8052559.0,2.0,0.0,Furnished,New,Builder,2023-12-09
MB101123,Kolkata,New Town,3,1245.0,31448802.0,3.0,1.0,Semi-Furnished,New,Broker,2024-05-04
MB100288,Mumbai,Goregaon,2,1238.0,24160669.0,2.0,3.0,Furnished,Resale,Owner,2023-01-05
MB100309,Kolkata,Rajarhat,3,1611.0,11616416.0,,,,Resale,Broker,2023-01-23
MB100865,Lucknow,Aliganj,2,804 sqft,4197869.0,2.0,2.0,Unfurnished,Resale,Owner,2023-12-29
MB101074,Pune,Kothrud,3,1645 sqft,15994154.0,2.0,0.0,Semi-Furnished,Resale,Owner,2024-02-18
